A,1,S,92,129.325
M,1,S,92,104.896
M,2,S,2,125.669
M,3,B,3,129.979
M,1,S,92,101.481
X,1,S,92,101.481
A,4,B,76,101.324
X,1,S,92,101.481
X,1,S,92,101.481
M,1,S,92,101.28
A,5,B,22,106.167
X,4,B,76,101.324
M,1,S,92,112.412
X,1,S,92,112.412
X,1,S,92,112.412
X,1,S,92,112.412
A,6,S,8,133.059
X,4,B,76,101.324
X,6,S,8,133.059
X,6,S,8,133.059
X,6,S,8,133.059
M,6,S,23,133.059
M,6,S,51,133.059
X,6,S,51,133.059
A,7,B,68,111.451
X,6,S,51,133.059
X,6,S,51,133.059
X,6,S,51,133.059
A,8,S,56,120.847
M,7,B,66,111.451
M,6,S,27,133.059
M,6,S,5,133.059
M,6,S,63,133.059
A,9,S,26,132.069
M,9,S,26,106.41
M,6,S,41,133.059
M,7,B,70,111.451
M,9,S,26,119.298
M,5,B,6,106.167
X,9,S,26,119.298
A,10,S,28,124.66
M,8,S,17,120.847
X,8,S,17,120.847
A,11,S,44,122.296
M,9,S,26,101.817
A,12,S,68,126.196
X,5,B,6,106.167
M,12,S,68,112.55
A,13,B,98,105.208
M,12,S,68,115.841
M,4,B,76,138.17
A,14,B,6,116.308
M,4,B,76,132.664
A,15,B,80,115.822
X,11,S,44,122.296
M,7,B,34,111.451
M,12,S,68,112.797
M,7,B,30,111.451
M,14,B,96,116.308
X,14,B,96,116.308
X,8,S,17,120.847
X,6,S,41,133.059
X,4,B,76,132.664
A,16,S,98,133.055
X,11,S,44,122.296
M,6,S,53,133.059
X,9,S,26,101.817
M,14,B,74,116.308
X,6,S,53,133.059
X,14,B,74,116.308
X,11,S,44,122.296
A,17,B,72,106.423
A,18,S,12,131.165
M,16,S,57,133.055
A,19,B,10,109.323
M,16,S,87,133.055
X,16,S,87,133.055
A,20,S,48,139.892
M,14,B,48,116.308
X,16,S,87,133.055
X,7,B,30,111.451
M,4,B,76,134.783
A,21,B,88,112.255
M,11,S,5,122.296
M,20,S,48,113.421
M,4,B,76,121.415
A,22,B,86,107.094
A,23,B,78,104.505
M,22,B,86,137.509
M,21,B,78,112.255
M,4,B,76,131.757
A,24,S,22,132.485
A,25,B,68,109.429
A,26,S,74,130.969
X,20,S,48,113.421
M,9,S,26,108.611
X,20,S,48,113.421
M,17,B,72,125.768
M,6,S,45,133.059
A,27,S,42,122.298
X,11,S,5,122.296
X,1,S,92,112.412
M,24,S,83,132.485
X,11,S,5,122.296
A,28,S,56,121.49
X,6,S,45,133.059
M,21,B,20,112.255
X,21,B,20,112.255
A,29,S,60,135.683
A,30,S,36,133.384
X,14,B,48,116.308
M,20,S,48,101.134
A,31,S,72,133.773
M,9,S,26,110.802
X,24,S,83,132.485
A,32,B,10,116.364
M,26,S,55,130.969
A,33,S,12,136.965
X,16,S,87,133.055
X,26,S,55,130.969
X,16,S,87,133.055
A,34,B,68,107.693
M,6,S,59,133.059
A,35,S,80,133.118
A,36,B,0,104.891
M,16,S,23,133.055
A,37,B,6,115.859
X,20,S,48,101.134
A,38,B,42,103.015
X,29,S,60,135.683
A,39,B,48,102.364
X,31,S,72,133.773
A,40,S,62,136.23
X,40,S,62,136.23
A,41,S,2,126.107
X,27,S,42,122.298
M,28,S,69,121.49
X,16,S,23,133.055
A,42,B,86,102.617
A,43,S,0,135.026
A,44,S,22,121.688
M,41,S,23,126.107
M,43,S,0,117.133
M,13,B,98,120.514
X,40,S,62,136.23
A,45,S,56,130.568
M,6,S,5,133.059
X,30,S,36,133.384
A,46,S,62,127.336
M,37,B,6,131.583
M,28,S,63,121.49
A,47,S,48,139.139
A,48,S,38,132.542
X,46,S,62,127.336
M,41,S,79,126.107
A,49,S,60,138.275
A,50,B,46,104.675
M,4,B,76,137.32
A,51,S,16,128.965
X,31,S,72,133.773
X,12,S,68,112.797
X,20,S,48,101.134
X,51,S,16,128.965
X,20,S,48,101.134
M,32,B,10,120.675
M,43,S,0,115.309
X,24,S,83,132.485
X,7,B,30,111.451
M,6,S,17,133.059
A,52,B,20,108.905
X,33,S,12,136.965
X,50,B,46,104.675
M,46,S,62,104.78
X,26,S,55,130.969
X,31,S,72,133.773
X,45,S,56,130.568
M,40,S,23,136.23
A,53,S,90,139.323
A,54,B,18,101.391
A,55,S,44,129.545
A,56,B,16,112.037
X,48,S,38,132.542
X,29,S,60,135.683
X,39,B,48,102.364
A,57,S,44,135.412
A,58,S,24,131.834
A,59,S,98,126.231
M,30,S,36,102.128
M,33,S,57,136.965
M,40,S,9,136.23
A,60,S,62,126.782
M,26,S,81,130.969
X,48,S,38,132.542
A,61,B,36,117.725
A,62,S,86,125.325
A,63,S,20,134.544
M,26,S,79,130.969
M,47,S,15,139.139
X,41,S,79,126.107
X,17,B,72,125.768
A,64,S,54,135.195
X,20,S,48,101.134
M,52,B,24,108.905
M,7,B,78,111.451
X,17,B,72,125.768
A,65,S,20,129.005
M,17,B,72,135.055
A,66,S,12,121.067
X,49,S,60,138.275
X,52,B,24,108.905
A,67,S,16,121.797
X,27,S,42,122.298
M,4,B,76,122.495
A,68,B,24,105.03
M,4,B,76,137.535
M,65,S,85,129.005
M,33,S,23,136.965
A,69,S,26,124.254
M,69,S,9,124.254
A,70,S,94,135.541
X,70,S,94,135.541
X,8,S,17,120.847
X,22,B,86,137.509
X,12,S,68,112.797
X,1,S,92,112.412
A,71,S,8,136.582
M,21,B,58,112.255
A,72,S,44,131.219
A,73,S,90,127.852
M,57,S,73,135.412
X,64,S,54,135.195
A,74,S,36,134.563
M,11,S,23,122.296
X,65,S,85,129.005
A,75,S,16,128.179
M,20,S,48,112.901
X,43,S,0,115.309
A,76,S,96,133.355
M,42,B,86,124.372
M,15,B,30,115.822
A,77,B,54,111.011
X,6,S,17,133.059
